molid,ABL1,ABL1_E255K,ABL1_H396P,ABL1_M351T,ABL1_Q252H,ABL1_T315I,ABL1_Y253F,AKT1,AKT2,AKT3,ALK,AMPKA1_A1B1G1,AMPKA2_A2B1G1,ARG,ARK5,Aurora.A,Aurora.B,Aurora.C,AXL,BLK,BMX,BRAF,BRAF_V599E,BRK,BRSK1,BRSK2,BTK,CAMK1D,CAMK2A,CAMK2D,CAMK4,CDK1_cyclinB,CDK2_cyclinA,CDK2_cyclinE,CDK3_cyclinE,CDK4_cyclinD,CDK5_p35,CDK6_cyclinD3,CHEK1,CHEK2,CK1a,CK1.g1,CK1.g2,CK1.g3,CK2,CLK2,CLK3,CRAF,CSK,DAPK1,DCAMKL2,DDR2,DYRK1A,DYRK1B,DYRK2,EGFR,EGFR_L858R,EGFR_L861Q,EGFR_T790M,EGFR_T790M.L858R,EPHA2,EPHA3,EPHA4,EPHB2,EPHB3,EPHB4,ERBB2,ERBB4,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT3_D835Y,FLT4,FMS,FYN,GRK6,GRK7,GSK3A,GSK3B,HCK,HIPK1,HIPK4,IGF1R,IKKA,IKKB,IKKE,INSR,IRAK4,IRR,ITK,JAK1,JAK2,JAK3,JNK2,KDR,KIT,KIT_D816V,KIT_T6701,KIT_V560G,LCK,LOK,LRRK2,LRRK2_G2019S,LTK,LYNA,LYNB,MAP4K2,MAP4K4,MAPK1,MAPK3,MAPKAPK2,MAPKAPK3,MARK1,MARK3,MARK4,MEK1,MELK,MER,MET,MINK,MKNK1,MNK2,MRCKA,MRCKB,MSK1,MSK2,MSSK1,MST1,MST2,MST4,MUSK,NEK1,NEK2,NEK6,NEK7,NEK9,P38alpha,P38beta,P38delta,P38gamma,p70s6K1,PAK1,PAK2,PAK3,PAK5,PAK6,PAR.1Balpha,PASK,PDGFRA,PDGFRA_D842V,PDGFRA_T674I,PDGFRA_V561D,PDGFRB,PDK1,PHKG1,PHKG2,PI3K.alpha,PI3K.delta,PI4K.beta,PIM1,PIM2,PIM3,PKA,PKC.alpha,PKC.beta1,PKC.beta2,PKC.eta,PKC.gamma,PKC.iota,PKC.theta,PLK1,PRAK,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKX,PTK5,PYK2,RET,RET_V804L,RET_Y791F,ROCK1,ROCK2,RON,ROS,RSK1,RSK2,RSK3,RSK4,SGK1,SGK2,SGK3,SNF1LK2_QIK,SNF1LK_SIK,SPHK1,SPHK2,SRC,SRMS,SRPK1,SYK,TBK1,TEC,TIE2,TNK1,TNK2,TRKA,TRKB,TRKC,TSSK1,TSSK2,TTK,TXK,TYK2,TYRO3,YES,ZAP70
25218614,85,85,85,85,85,125,85,,,,,,,85,,135,,106,,85,193,169,169,224,97,97,,,,,,85,162,163,140,85,85,85,,,,,,,85,,,,,,,169,85,85,85,201,129,201,,,154,,209,209,,225,201,201,,,,,,,85,,106,135,,,85,,,150,150,150,85,85,,,,,,,,,,,,,,186,,106,106,85,111,,,,150,150,,,,,,,,,,,,85,85,,85,85,,,,,169,115,115,,169,,,,,57,118,177,85,,169,,,,,,,,,97,169,,,,,,,,,,,,118,,,,,,,,57,,,247,,,,,,,169,169,169,,,85,85,,,,,,,,85,225,,,136,,,,,99,256,,,169,,169,,,,99,,85,85,99
25218621,140,140,140,140,140,173,140,,,,,,,140,,150,,104,,140,256,141,141,278,167,167,,,,,,140,234,235,170,140,140,140,,,,,,,140,,,,,,,141,140,140,140,147,193,147,,,268,,277,277,,252,147,147,,,,,,,140,,104,150,,,140,,,234,234,212,140,140,,,,,,,,,,,,,,182,,104,104,140,209,,,,212,212,,,,,,,,,,,,140,140,,140,140,,,,,141,219,219,,141,,,,,119,185,67,140,,141,,,,,,,,,167,141,,,,,,,,,,,,185,,,,,,,,119,,,271,,,,,,,141,141,141,,,140,140,,,,,,,,140,252,,,149,,,,,210,227,,,141,,141,,,,210,,140,140,210
25263078,41,41,41,41,41,117,41,,,,,,,41,,75,,176,,41,118,241,241,164,29,29,,,,,,41,82,83,171,41,41,41,,,,,,,41,,,,,,,241,41,41,41,103,73,103,,,184,,242,242,,172,103,103,,,,,,,41,,176,75,,,41,,,80,80,78,41,41,,,,,,,,,,,,,,268,,176,176,41,29,,,,78,78,,,,,,,,,,,,41,41,,41,41,,,,,241,29,29,,241,,,,,14,131,236,41,,241,,,,,,,,,29,241,,,,,,,,,,,,131,,,,,,,,14,,,91,,,,,,,241,241,241,,,41,41,,,,,,,,41,172,,,76,,,,,126,166,,,241,,241,,,,126,,41,41,126
25263083,261,261,261,261,261,329,261,,,,,,,261,,313,,289,,261,120,262,262,301,23,23,,,,,,261,233,232,153,261,261,261,,,,,,,261,,,,,,,262,261,261,261,239,304,239,,,82,,116,116,,206,239,239,,,,,,,261,,289,313,,,261,,,324,324,267,261,261,,,,,,,,,,,,,,319,,289,289,261,23,,,,267,267,,,,,,,,,,,,261,261,,261,261,,,,,262,23,23,,262,,,,,11,204,300,261,,262,,,,,,,,,23,262,,,,,,,,,,,,204,,,,,,,,11,,,265,,,,,,,262,262,262,,,261,261,,,,,,,,261,206,,,312,,,,,47,334,,,262,,262,,,,47,,261,261,47
25263087,247,247,247,247,247,79,247,,,,,,,247,,301,,269,,247,114,28,28,321,15,15,,,,,,247,263,262,189,247,247,247,,,,,,,247,,,,,,,28,247,247,247,263,291,263,,,78,,79,79,,229,263,263,,,,,,,247,,269,301,,,247,,,316,316,287,247,247,,,,,,,,,,,,,,55,,269,269,247,15,,,,287,287,,,,,,,,,,,,247,247,,247,247,,,,,28,15,15,,28,,,,,7,143,248,247,,28,,,,,,,,,15,28,,,,,,,,,,,,143,,,,,,,,7,,,284,,,,,,,28,28,28,,,247,247,,,,,,,,247,229,,,300,,,,,43,57,,,28,,28,,,,43,,247,247,43
25263088,271,271,271,271,271,70,271,,,,,,,271,,306,,270,,271,63,24,24,323,17,17,,,,,,271,313,314,254,271,271,271,,,,,,,271,,,,,,,24,271,271,271,228,296,228,,,44,,68,68,,230,228,228,,,,,,,271,,270,306,,,271,,,330,330,289,271,271,,,,,,,,,,,,,,47,,270,270,271,17,,,,289,289,,,,,,,,,,,,271,271,,271,271,,,,,24,17,17,,24,,,,,8,193,290,271,,24,,,,,,,,,17,24,,,,,,,,,,,,193,,,,,,,,8,,,248,,,,,,,24,24,24,,,271,271,,,,,,,,271,230,,,307,,,,,23,49,,,24,,24,,,,23,,271,271,23
25263092,132,132,132,132,132,276,132,,,,,,,132,,164,,120,,132,54,202,202,137,9,9,,,,,,132,226,227,240,132,132,132,,,,,,,132,,,,,,,202,132,132,132,106,166,106,,,38,,59,59,,74,106,106,,,,,,,132,,120,164,,,132,,,224,224,117,132,132,,,,,,,,,,,,,,206,,120,120,132,9,,,,117,117,,,,,,,,,,,,132,132,,132,132,,,,,202,9,9,,202,,,,,4,248,325,132,,202,,,,,,,,,9,202,,,,,,,,,,,,248,,,,,,,,4,,,128,,,,,,,202,202,202,,,132,132,,,,,,,,132,74,,,163,,,,,20,278,,,202,,202,,,,20,,132,132,20
25263099,118,118,118,118,118,257,118,,,,,,,118,,70,,43,,118,87,150,150,238,13,13,,,,,,118,210,211,163,118,118,118,,,,,,,118,,,,,,,150,118,118,118,98,154,98,,,60,,86,86,,165,98,98,,,,,,,118,,43,70,,,118,,,202,202,192,118,118,,,,,,,,,,,,,,82,,43,43,118,13,,,,192,192,,,,,,,,,,,,118,118,,118,118,,,,,150,13,13,,150,,,,,6,127,228,118,,150,,,,,,,,,13,150,,,,,,,,,,,,127,,,,,,,,6,,,81,,,,,,,150,150,150,,,118,118,,,,,,,,118,165,,,69,,,,,33,239,,,150,,150,,,,33,,118,118,33
25263103,113,113,113,113,113,252,113,,,,,,,113,,102,,64,,113,168,263,263,144,11,11,,,,,,113,204,205,215,113,113,113,,,,,,,113,,,,,,,263,113,113,113,173,163,173,,,118,,164,164,,154,173,173,,,,,,,113,,64,102,,,113,,,194,194,184,113,113,,,,,,,,,,,,,,116,,64,64,113,11,,,,184,184,,,,,,,,,,,,113,113,,113,113,,,,,263,11,11,,263,,,,,5,271,285,113,,263,,,,,,,,,11,263,,,,,,,,,,,,271,,,,,,,,5,,,144,,,,,,,263,263,263,,,113,113,,,,,,,,113,154,,,101,,,,,71,140,,,263,,263,,,,71,,113,113,71
25263110,87,87,87,87,87,73,87,,,,,,,87,,118,,76,,87,199,26,26,148,5,5,,,,,,87,166,167,205,87,87,87,,,,,,,87,,,,,,,26,87,87,87,97,131,97,,,161,,73,73,,99,97,97,,,,,,,87,,76,118,,,87,,,152,152,153,87,87,,,,,,,,,,,,,,51,,76,76,87,5,,,,153,153,,,,,,,,,,,,87,87,,87,87,,,,,26,5,5,,26,,,,,2,264,309,87,,26,,,,,,,,,5,26,,,,,,,,,,,,264,,,,,,,,2,,,80,,,,,,,26,26,26,,,87,87,,,,,,,,87,99,,,117,,,,,188,53,,,26,,26,,,,188,,87,87,188
25263114,136,136,136,136,136,145,136,,,,,,,136,,90,,57,,136,253,58,58,134,1,1,,,,,,136,230,231,248,136,136,136,,,,,,,136,,,,,,,58,136,136,136,140,189,140,,,232,,151,151,,182,140,140,,,,,,,136,,57,90,,,136,,,230,230,210,136,136,,,,,,,,,,,,,,108,,57,57,136,1,,,,210,210,,,,,,,,,,,,136,136,,136,136,,,,,58,1,1,,58,,,,,0,250,275,136,,58,,,,,,,,,1,58,,,,,,,,,,,,250,,,,,,,,0,,,62,,,,,,,58,58,58,,,136,136,,,,,,,,136,182,,,89,,,,,169,109,,,58,,58,,,,169,,136,136,169
25263115,125,125,125,125,125,76,125,,,,,,,125,,128,,84,,125,86,27,27,63,3,3,,,,,,125,201,200,119,125,125,125,,,,,,,125,,,,,,,27,125,125,125,101,160,101,,,61,,76,76,,33,101,101,,,,,,,125,,84,128,,,125,,,214,214,63,125,125,,,,,,,,,,,,,,53,,84,84,125,3,,,,63,63,,,,,,,,,,,,125,125,,125,125,,,,,27,3,3,,27,,,,,1,268,293,125,,27,,,,,,,,,3,27,,,,,,,,,,,,268,,,,,,,,1,,,88,,,,,,,27,27,27,,,125,125,,,,,,,,125,33,,,127,,,,,155,55,,,27,,27,,,,155,,125,125,155
25263116,162,162,162,162,162,166,162,,,,,,,162,,160,,115,,162,227,67,67,124,7,7,,,,,,162,239,238,157,162,162,162,,,,,,,162,,,,,,,67,162,162,162,102,162,102,,,175,,178,178,,110,102,102,,,,,,,162,,115,160,,,162,,,254,254,173,162,162,,,,,,,,,,,,,,121,,115,115,162,7,,,,173,173,,,,,,,,,,,,162,162,,162,162,,,,,67,7,7,,67,,,,,3,239,295,162,,67,,,,,,,,,7,67,,,,,,,,,,,,239,,,,,,,,3,,,89,,,,,,,67,67,67,,,162,162,,,,,,,,162,110,,,159,,,,,199,122,,,67,,67,,,,199,,162,162,199
25263117,73,73,73,73,73,192,73,,,,,,,73,,117,,124,,73,111,210,210,176,21,21,,,,,,73,146,147,182,73,73,73,,,,,,,73,,,,,,,210,73,73,73,195,115,195,,,76,,110,110,,136,195,195,,,,,,,73,,124,117,,,73,,,132,132,134,73,73,,,,,,,,,,,,,,212,,124,124,73,21,,,,134,134,,,,,,,,,,,,73,73,,73,73,,,,,210,21,21,,210,,,,,10,188,288,73,,210,,,,,,,,,21,210,,,,,,,,,,,,188,,,,,,,,10,,,101,,,,,,,210,210,210,,,73,73,,,,,,,,73,136,,,118,,,,,42,178,,,210,,210,,,,42,,73,73,42
25263118,69,69,69,69,69,180,69,,,,,,,69,,111,,179,,69,147,131,131,110,33,33,,,,,,69,138,139,175,69,69,69,,,,,,,69,,,,,,,131,69,69,69,133,111,133,,,104,,146,146,,128,133,133,,,,,,,69,,179,111,,,69,,,124,124,128,69,69,,,,,,,,,,,,,,213,,179,179,69,33,,,,128,128,,,,,,,,,,,,69,69,,69,69,,,,,131,33,33,,131,,,,,16,134,238,69,,131,,,,,,,,,33,131,,,,,,,,,,,,134,,,,,,,,16,,,59,,,,,,,131,131,131,,,69,69,,,,,,,,69,128,,,112,,,,,61,110,,,131,,131,,,,61,,69,69,61
25263119,88,88,88,88,88,160,88,,,,,,,88,,139,,159,,88,202,64,64,78,27,27,,,,,,88,168,169,148,88,88,88,,,,,,,88,,,,,,,64,88,88,88,212,133,212,,,162,,169,169,,204,212,212,,,,,,,88,,159,139,,,88,,,154,154,154,88,88,,,,,,,,,,,,,,117,,159,159,88,27,,,,154,154,,,,,,,,,,,,88,88,,88,88,,,,,64,27,27,,64,,,,,13,103,194,88,,64,,,,,,,,,27,64,,,,,,,,,,,,103,,,,,,,,13,,,33,,,,,,,64,64,64,,,88,88,,,,,,,,88,204,,,140,,,,,106,80,,,64,,64,,,,106,,88,88,106
25263120,215,215,215,215,215,268,215,,,,,,,215,,261,,264,,215,171,142,142,237,35,35,,,,,,215,303,302,239,215,215,215,,,,,,,215,,,,,,,142,215,215,215,112,178,112,,,120,,167,167,,146,112,112,,,,,,,215,,264,261,,,215,,,269,269,217,215,215,,,,,,,,,,,,,,225,,264,264,215,35,,,,217,217,,,,,,,,,,,,215,215,,215,215,,,,,142,35,35,,142,,,,,17,224,316,215,,142,,,,,,,,,35,142,,,,,,,,,,,,224,,,,,,,,17,,,171,,,,,,,142,142,142,,,215,215,,,,,,,,215,146,,,262,,,,,72,229,,,142,,142,,,,72,,215,215,72
25263123,219,219,219,219,219,236,219,,,,,,,219,,240,,196,,219,270,125,125,154,31,31,,,,,,219,257,256,186,219,219,219,,,,,,,219,,,,,,,125,219,219,219,204,263,204,,,212,,268,268,,261,204,204,,,,,,,219,,196,240,,,219,,,298,298,290,219,219,,,,,,,,,,,,,,205,,196,196,219,31,,,,290,290,,,,,,,,,,,,219,219,,219,219,,,,,125,31,31,,125,,,,,15,89,168,219,,125,,,,,,,,,31,125,,,,,,,,,,,,89,,,,,,,,15,,,150,,,,,,,125,125,125,,,219,219,,,,,,,,219,261,,,239,,,,,146,152,,,125,,125,,,,146,,219,219,146
25263124,203,203,203,203,203,251,203,,,,,,,203,,249,,214,,203,201,193,193,204,39,39,,,,,,203,285,284,214,203,203,203,,,,,,,203,,,,,,,193,203,203,203,138,204,138,,,142,,191,191,,210,138,138,,,,,,,203,,214,249,,,203,,,253,253,275,203,203,,,,,,,,,,,,,,271,,214,214,203,39,,,,275,275,,,,,,,,,,,,203,203,,203,203,,,,,193,39,39,,193,,,,,19,110,206,203,,193,,,,,,,,,39,193,,,,,,,,,,,,110,,,,,,,,19,,,194,,,,,,,193,193,193,,,203,203,,,,,,,,203,210,,,250,,,,,88,220,,,193,,193,,,,88,,203,203,88
25263274,142,142,142,142,142,133,142,,,,,,,142,,193,,223,,142,251,52,52,231,87,87,,,,,,142,238,239,302,142,142,142,,,,,,,142,,,,,,,52,142,142,142,24,46,24,,,207,,133,133,,142,24,24,,,,,,,142,,223,193,,,142,,,39,39,209,142,142,,,,,,,,,,,,,,97,,223,223,142,99,,,,209,209,,,,,,,,,,,,142,142,,142,142,,,,,52,101,101,,52,,,,,50,145,252,142,,52,,,,,,,,,87,52,,,,,,,,,,,,145,,,,,,,,50,,,237,,,,,,,52,52,52,,,142,142,,,,,,,,142,142,,,194,,,,,207,101,,,52,,52,,,,207,,142,142,207
42618163,80,80,80,80,80,207,80,,,,,,,80,,66,,40,,80,27,172,172,120,130,130,,,,,,80,73,72,36,80,80,80,,,,,,,80,,,,,,,172,80,80,80,43,78,43,,,18,,29,29,,92,43,43,,,,,,,80,,40,66,,,80,,,142,142,142,80,80,,,,,,,,,,,,,,78,,40,40,80,110,,,,142,142,,,,,,,,,,,,80,80,,80,80,,,,,172,72,72,,172,,,,,117,99,186,80,,172,,,,,,,,,130,172,,,,,,,,,,,,99,,,,,,,,117,,,67,,,,,,,172,172,172,,,80,80,,,,,,,,80,92,,,65,,,,,9,118,,,172,,172,,,,9,,80,80,9
42618164,126,126,126,126,126,264,126,,,,,,,126,,156,,111,,126,30,198,198,98,175,175,,,,,,126,55,54,27,126,126,126,,,,,,,126,,,,,,,198,126,126,126,40,72,40,,,20,,32,32,,174,40,40,,,,,,,126,,111,156,,,126,,,216,216,200,126,126,,,,,,,,,,,,,,194,,111,111,126,94,,,,200,200,,,,,,,,,,,,126,126,,126,126,,,,,198,54,54,,198,,,,,124,86,162,126,,198,,,,,,,,,175,198,,,,,,,,,,,,86,,,,,,,,124,,,49,,,,,,,198,198,198,,,126,126,,,,,,,,126,174,,,155,,,,,10,100,,,198,,198,,,,10,,126,126,10
44329036,334,334,334,334,334,86,334,,,,,,,334,,212,,177,,334,333,298,298,166,293,293,,,,,,334,301,300,233,334,334,334,,,,,,,334,,,,,,,298,334,334,334,289,328,289,,,306,,332,332,,299,289,289,,,,,,,334,,177,212,,,334,,,261,261,329,334,334,,,,,,,,,,,,,,270,,177,177,334,158,,,,329,329,,,,,,,,,,,,334,334,,334,334,,,,,298,306,306,,298,,,,,250,22,44,334,,298,,,,,,,,,293,298,,,,,,,,,,,,22,,,,,,,,250,,,122,,,,,,,298,298,298,,,334,334,,,,,,,,334,299,,,211,,,,,265,168,,,298,,298,,,,265,,334,334,265
44386338,347,347,347,347,347,307,347,,,,,,,347,,346,,338,,347,203,189,189,175,337,337,,,,,,347,83,82,41,347,347,347,,,,,,,347,,,,,,,189,347,347,347,321,344,321,,,158,,212,212,,101,321,321,,,,,,,347,,338,346,,,347,,,53,53,157,347,347,,,,,,,,,,,,,,269,,338,338,347,252,,,,157,157,,,,,,,,,,,,347,347,,347,347,,,,,189,82,82,,189,,,,,309,285,297,347,,189,,,,,,,,,337,189,,,,,,,,,,,,285,,,,,,,,309,,,281,,,,,,,189,189,189,,,347,347,,,,,,,,347,101,,,347,,,,,103,274,,,189,,189,,,,103,,347,347,103
44396990,164,164,164,164,164,291,164,,,,,,,164,,138,,95,,164,283,344,344,156,224,224,,,,,,164,253,252,178,164,164,164,,,,,,,164,,,,,,,344,164,164,164,324,215,324,,,316,,341,341,,279,324,324,,,,,,,164,,95,138,,,164,,,258,258,238,164,164,,,,,,,,,,,,,,164,,95,95,164,144,,,,238,238,,,,,,,,,,,,164,164,,164,164,,,,,344,274,274,,344,,,,,214,251,326,164,,344,,,,,,,,,224,344,,,,,,,,,,,,251,,,,,,,,214,,,149,,,,,,,344,344,344,,,164,164,,,,,,,,164,279,,,137,,,,,273,154,,,344,,344,,,,273,,164,164,273
44397032,188,188,188,188,188,306,188,,,,,,,188,,233,,240,,188,246,348,348,218,246,246,,,,,,188,280,281,274,188,188,188,,,,,,,188,,,,,,,348,188,188,188,329,235,329,,,194,,254,254,,241,329,329,,,,,,,188,,240,233,,,188,,,272,272,260,188,188,,,,,,,,,,,,,,312,,240,240,188,226,,,,260,260,,,,,,,,,,,,188,188,,188,188,,,,,348,326,326,,348,,,,,332,56,110,188,,348,,,,,,,,,246,348,,,,,,,,,,,,56,,,,,,,,332,,,334,,,,,,,348,348,348,,,188,188,,,,,,,,188,241,,,234,,,,,135,248,,,348,,348,,,,135,,188,188,135
44397147,239,239,239,239,239,336,239,,,,,,,239,,192,,153,,239,323,346,346,236,243,243,,,,,,239,318,317,299,239,239,239,,,,,,,239,,,,,,,346,239,239,239,334,283,334,,,308,,335,335,,263,334,334,,,,,,,239,,153,192,,,239,,,312,312,306,239,239,,,,,,,,,,,,,,244,,153,153,239,246,,,,306,306,,,,,,,,,,,,239,239,,239,239,,,,,346,295,295,,346,,,,,200,208,306,239,,346,,,,,,,,,243,346,,,,,,,,,,,,208,,,,,,,,200,,,178,,,,,,,346,346,346,,,239,239,,,,,,,,239,263,,,191,,,,,266,266,,,346,,346,,,,266,,239,239,266
44397201,189,189,189,189,189,309,189,,,,,,,189,,226,,188,,189,304,340,340,220,248,248,,,,,,189,282,283,321,189,189,189,,,,,,,189,,,,,,,340,189,189,189,337,237,337,,,294,,326,326,,292,337,337,,,,,,,189,,188,226,,,189,,,274,274,262,189,189,,,,,,,,,,,,,,284,,188,188,189,228,,,,262,262,,,,,,,,,,,,189,189,,189,189,,,,,340,325,325,,340,,,,,258,266,334,189,,340,,,,,,,,,248,340,,,,,,,,,,,,266,,,,,,,,258,,,165,,,,,,,340,340,340,,,189,189,,,,,,,,189,292,,,225,,,,,247,250,,,340,,340,,,,247,,189,189,247
44397250,155,155,155,155,155,288,155,,,,,,,155,,205,,211,,155,207,347,347,138,210,210,,,,,,155,254,255,243,155,155,155,,,,,,,155,,,,,,,347,155,155,155,320,205,320,,,150,,203,203,,221,320,320,,,,,,,155,,211,205,,,155,,,244,244,228,155,155,,,,,,,,,,,,,,298,,211,211,155,128,,,,228,228,,,,,,,,,,,,155,155,,155,155,,,,,347,308,308,,347,,,,,325,50,100,155,,347,,,,,,,,,210,347,,,,,,,,,,,,50,,,,,,,,325,,,326,,,,,,,347,347,347,,,155,155,,,,,,,,155,221,,,206,,,,,97,136,,,347,,347,,,,97,,155,155,97
44397453,57,57,57,57,57,159,57,,,,,,,57,,97,,282,,57,154,341,341,178,102,102,,,,,,57,114,115,341,57,57,57,,,,,,,57,,,,,,,341,57,57,57,330,97,330,,,196,,257,257,,197,330,330,,,,,,,57,,282,97,,,57,,,104,104,108,57,57,,,,,,,,,,,,,,338,,282,282,57,166,,,,108,108,,,,,,,,,,,,57,57,,57,57,,,,,341,339,339,,341,,,,,291,235,320,57,,341,,,,,,,,,102,341,,,,,,,,,,,,235,,,,,,,,291,,,307,,,,,,,341,341,341,,,57,57,,,,,,,,57,197,,,98,,,,,136,180,,,341,,341,,,,136,,57,57,136
44397710,193,193,193,193,193,315,193,,,,,,,193,,238,,195,,193,291,349,349,188,185,185,,,,,,193,288,289,322,193,193,193,,,,,,,193,,,,,,,349,193,193,193,235,243,235,,,250,,293,293,,203,235,235,,,,,,,193,,195,238,,,193,,,278,278,263,193,193,,,,,,,,,,,,,,288,,195,195,193,178,,,,263,263,,,,,,,,,,,,193,193,,193,193,,,,,349,241,241,,349,,,,,138,272,336,193,,349,,,,,,,,,185,349,,,,,,,,,,,,272,,,,,,,,138,,,263,,,,,,,349,349,349,,,193,193,,,,,,,,193,203,,,237,,,,,186,192,,,349,,349,,,,186,,193,193,186
44410704,58,58,58,58,58,127,58,,,,,,,58,,99,,114,,58,38,50,50,25,61,61,,,,,,58,116,117,255,58,58,58,,,,,,,58,,,,,,,50,58,58,58,37,68,37,,,25,,36,36,,12,37,37,,,,,,,58,,114,99,,,58,,,29,29,25,58,58,,,,,,,,,,,,,,93,,114,114,58,63,,,,25,25,,,,,,,,,,,,58,58,,58,58,,,,,50,65,65,,50,,,,,32,258,249,58,,50,,,,,,,,,61,50,,,,,,,,,,,,258,,,,,,,,32,,,257,,,,,,,50,50,50,,,58,58,,,,,,,,58,12,,,100,,,,,114,97,,,50,,50,,,,114,,58,58,114
44418532,102,102,102,102,102,231,102,,,,,,,102,,155,,199,,102,17,223,223,11,160,160,,,,,,102,155,154,82,102,102,102,,,,,,,102,,,,,,,223,102,102,102,284,147,284,,,11,,15,15,,5,284,284,,,,,,,102,,199,155,,,102,,,174,174,11,102,102,,,,,,,,,,,,,,289,,199,199,102,122,,,,11,11,,,,,,,,,,,,102,102,,102,102,,,,,223,158,158,,223,,,,,236,333,91,102,,223,,,,,,,,,160,223,,,,,,,,,,,,333,,,,,,,,236,,,223,,,,,,,223,223,223,,,102,102,,,,,,,,102,5,,,156,,,,,195,130,,,223,,223,,,,195,,102,102,195
44418533,199,199,199,199,199,296,199,,,,,,,199,,243,,334,,199,26,321,321,17,260,260,,,,,,199,157,156,83,199,199,199,,,,,,,199,,,,,,,321,199,199,199,316,249,316,,,17,,24,24,,8,316,316,,,,,,,199,,334,243,,,199,,,284,284,17,199,199,,,,,,,,,,,,,,345,,334,334,199,240,,,,17,17,,,,,,,,,,,,199,199,,199,199,,,,,321,160,160,,321,,,,,301,316,137,199,,321,,,,,,,,,260,321,,,,,,,,,,,,316,,,,,,,,301,,,318,,,,,,,321,321,321,,,199,199,,,,,,,,199,8,,,244,,,,,196,262,,,321,,321,,,,196,,199,199,196
44418540,128,128,128,128,128,267,128,,,,,,,128,,179,,326,,128,23,314,314,15,186,186,,,,,,128,143,142,74,128,128,128,,,,,,,128,,,,,,,314,128,128,128,341,179,341,,,15,,21,21,,7,341,341,,,,,,,128,,326,179,,,128,,,218,218,15,128,128,,,,,,,,,,,,,,341,,326,326,128,220,,,,15,15,,,,,,,,,,,,128,128,,128,128,,,,,314,144,144,,314,,,,,180,332,119,128,,314,,,,,,,,,186,314,,,,,,,,,,,,332,,,,,,,,180,,,312,,,,,,,314,314,314,,,128,128,,,,,,,,128,7,,,180,,,,,45,238,,,314,,314,,,,45,,128,128,45
44418545,206,206,206,206,206,308,206,,,,,,,206,,253,,303,,206,20,240,240,13,253,253,,,,,,206,203,202,120,206,206,206,,,,,,,206,,,,,,,240,206,206,206,322,255,322,,,13,,18,18,,6,322,322,,,,,,,206,,303,253,,,206,,,288,288,13,206,206,,,,,,,,,,,,,,309,,303,303,206,136,,,,13,13,,,,,,,,,,,,206,206,,206,206,,,,,240,220,220,,240,,,,,208,335,159,206,,240,,,,,,,,,253,240,,,,,,,,,,,,335,,,,,,,,208,,,282,,,,,,,240,240,240,,,206,206,,,,,,,,206,6,,,254,,,,,215,144,,,240,,240,,,,215,,206,206,215
44418546,107,107,107,107,107,240,107,,,,,,,107,,163,,261,,107,5,233,233,3,166,166,,,,,,107,131,130,67,107,107,107,,,,,,,107,,,,,,,233,107,107,107,248,155,248,,,3,,3,3,,1,248,248,,,,,,,107,,261,163,,,107,,,182,182,3,107,107,,,,,,,,,,,,,,301,,261,261,107,243,,,,3,3,,,,,,,,,,,,107,107,,107,107,,,,,233,130,130,,233,,,,,150,318,105,107,,233,,,,,,,,,166,233,,,,,,,,,,,,318,,,,,,,,150,,,181,,,,,,,233,233,233,,,107,107,,,,,,,,107,1,,,164,,,,,16,308,,,233,,233,,,,16,,107,107,16
44418547,60,60,60,60,60,162,60,,,,,,,60,,101,,200,,60,2,224,224,1,104,104,,,,,,60,120,121,61,60,60,60,,,,,,,60,,,,,,,224,60,60,60,200,101,200,,,1,,0,0,,0,200,200,,,,,,,60,,200,101,,,60,,,108,108,1,60,60,,,,,,,,,,,,,,291,,200,200,60,308,,,,1,1,,,,,,,,,,,,60,60,,60,60,,,,,224,120,120,,224,,,,,273,334,235,60,,224,,,,,,,,,104,224,,,,,,,,,,,,334,,,,,,,,273,,,272,,,,,,,224,224,224,,,60,60,,,,,,,,60,0,,,102,,,,,55,305,,,224,,224,,,,55,,60,60,55
44418555,108,108,108,108,108,243,108,,,,,,,108,,165,,212,,108,11,145,145,7,168,168,,,,,,108,175,174,94,108,108,108,,,,,,,108,,,,,,,145,108,108,108,249,157,249,,,7,,9,9,,3,249,249,,,,,,,108,,212,165,,,108,,,184,184,7,108,108,,,,,,,,,,,,,,231,,212,212,108,188,,,,7,7,,,,,,,,,,,,108,108,,108,108,,,,,145,182,182,,145,,,,,275,304,203,108,,145,,,,,,,,,168,145,,,,,,,,,,,,304,,,,,,,,275,,,234,,,,,,,145,145,145,,,108,108,,,,,,,,108,3,,,166,,,,,65,204,,,145,,145,,,,65,,108,108,65
