molid,ABL1,ABL1_E255K,ABL1_H396P,ABL1_M351T,ABL1_Q252H,ABL1_T315I,ABL1_Y253F,AKT1,AKT2,AKT3,ALK,AMPKA1_A1B1G1,AMPKA2_A2B1G1,ARG,ARK5,Aurora.A,Aurora.B,Aurora.C,AXL,BLK,BMX,BRAF,BRAF_V599E,BRK,BRSK1,BRSK2,BTK,CAMK1D,CAMK2A,CAMK2D,CAMK4,CDK1_cyclinB,CDK2_cyclinA,CDK2_cyclinE,CDK3_cyclinE,CDK4_cyclinD,CDK5_p35,CDK6_cyclinD3,CHEK1,CHEK2,CK1a,CK1.g1,CK1.g2,CK1.g3,CK2,CLK2,CLK3,CRAF,CSK,DAPK1,DCAMKL2,DDR2,DYRK1A,DYRK1B,DYRK2,EGFR,EGFR_L858R,EGFR_L861Q,EGFR_T790M,EGFR_T790M.L858R,EPHA2,EPHA3,EPHA4,EPHB2,EPHB3,EPHB4,ERBB2,ERBB4,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT3_D835Y,FLT4,FMS,FYN,GRK6,GRK7,GSK3A,GSK3B,HCK,HIPK1,HIPK4,IGF1R,IKKA,IKKB,IKKE,INSR,IRAK4,IRR,ITK,JAK1,JAK2,JAK3,JNK2,KDR,KIT,KIT_D816V,KIT_T6701,KIT_V560G,LCK,LOK,LRRK2,LRRK2_G2019S,LTK,LYNA,LYNB,MAP4K2,MAP4K4,MAPK1,MAPK3,MAPKAPK2,MAPKAPK3,MARK1,MARK3,MARK4,MEK1,MELK,MER,MET,MINK,MKNK1,MNK2,MRCKA,MRCKB,MSK1,MSK2,MSSK1,MST1,MST2,MST4,MUSK,NEK1,NEK2,NEK6,NEK7,NEK9,P38alpha,P38beta,P38delta,P38gamma,p70s6K1,PAK1,PAK2,PAK3,PAK5,PAK6,PAR.1Balpha,PASK,PDGFRA,PDGFRA_D842V,PDGFRA_T674I,PDGFRA_V561D,PDGFRB,PDK1,PHKG1,PHKG2,PI3K.alpha,PI3K.delta,PI4K.beta,PIM1,PIM2,PIM3,PKA,PKC.alpha,PKC.beta1,PKC.beta2,PKC.eta,PKC.gamma,PKC.iota,PKC.theta,PLK1,PRAK,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKX,PTK5,PYK2,RET,RET_V804L,RET_Y791F,ROCK1,ROCK2,RON,ROS,RSK1,RSK2,RSK3,RSK4,SGK1,SGK2,SGK3,SNF1LK2_QIK,SNF1LK_SIK,SPHK1,SPHK2,SRC,SRMS,SRPK1,SYK,TBK1,TEC,TIE2,TNK1,TNK2,TRKA,TRKB,TRKC,TSSK1,TSSK2,TTK,TXK,TYK2,TYRO3,YES,ZAP70
23646938,55,55,55,55,55,46,55,311,29,242,55,163,95,55,163,95,161,161,15,55,75,15,15,117,98,98,29,214,55,55,53,55,110,111,95,55,55,55,103,103,242,55,55,242,55,55,55,15,61,103,196,15,55,55,55,179,93,179,179,29,52,61,46,46,29,61,179,179,55,55,74,95,95,55,55,15,161,95,163,29,55,311,74,100,100,104,55,55,15,29,29,29,74,55,55,55,55,55,161,214,55,31,55,161,161,55,251,15,95,55,104,104,15,311,55,311,103,242,163,15,163,55,163,55,55,311,55,55,74,103,103,103,15,184,184,95,15,163,163,74,28,163,242,57,55,55,15,28,29,29,161,15,161,74,163,98,15,163,163,95,161,311,163,163,161,55,95,163,242,55,196,55,74,55,55,55,163,103,311,311,311,29,174,311,61,163,15,15,15,55,55,55,55,163,163,15,163,55,55,103,55,61,196,61,96,55,15,55,161,29,31,163,61,15,55,15,163,74,95,29,161,55,55,29
24856364,204,204,204,204,204,245,204,158,59,168,204,220,48,204,220,86,54,54,194,204,141,194,194,201,259,259,59,111,204,204,11,204,97,96,48,204,204,204,114,114,168,204,204,168,204,204,204,194,117,114,122,194,204,204,204,131,200,131,131,59,100,117,143,143,59,117,131,131,204,204,193,48,48,204,204,194,54,86,220,59,204,158,193,281,281,183,204,204,194,59,59,59,193,204,204,204,204,204,54,111,204,102,204,54,54,204,200,194,48,204,183,183,194,158,204,158,114,168,220,194,220,204,220,204,204,158,204,204,193,114,114,114,194,96,96,48,194,220,220,193,5,220,168,11,204,204,194,5,59,59,54,194,54,193,220,259,194,220,220,48,54,158,220,220,54,204,48,220,168,204,122,204,193,204,204,204,220,114,158,158,158,59,100,158,117,220,194,194,194,204,204,204,204,220,220,194,220,204,204,114,204,117,122,117,85,204,194,204,54,59,218,220,117,194,204,194,220,193,48,59,54,204,204,59
24896610,89,89,89,89,89,222,89,231,78,245,89,72,118,89,72,141,110,110,149,89,180,149,149,187,119,119,78,35,89,89,150,89,170,171,118,89,89,89,131,131,245,89,89,245,89,89,89,149,107,131,336,149,89,89,89,79,134,79,79,78,126,107,176,176,78,107,79,79,89,89,23,118,118,89,89,149,110,141,72,78,89,231,23,47,47,156,89,89,149,78,78,78,23,89,89,89,89,89,110,35,89,192,89,110,110,89,139,149,118,89,156,156,149,231,89,231,131,245,72,149,72,89,72,89,89,231,89,89,23,131,131,131,149,143,143,118,149,72,72,23,239,72,245,315,89,89,149,239,78,78,110,149,110,23,72,119,149,72,72,118,110,231,72,72,110,89,118,72,245,89,336,89,23,89,89,89,72,131,231,231,231,78,64,231,107,72,149,149,149,89,89,89,89,72,72,149,72,89,89,131,89,107,336,107,142,89,149,89,110,78,237,72,107,149,89,149,72,23,118,78,110,89,89,78
24949545,78,78,78,78,78,201,78,211,297,142,78,147,37,78,147,125,94,94,250,78,128,250,250,105,126,126,297,134,78,78,70,78,75,74,37,78,78,78,237,237,142,78,78,142,78,78,78,250,54,237,136,250,78,78,78,92,121,92,92,297,97,54,132,132,297,54,92,92,78,78,220,37,37,78,78,250,94,125,147,297,78,211,220,138,138,95,78,78,250,297,297,297,220,78,78,78,78,78,94,134,78,162,78,94,94,78,222,250,37,78,95,95,250,211,78,211,237,142,147,250,147,78,147,78,78,211,78,78,220,237,237,237,250,74,74,37,250,147,147,220,216,147,142,246,78,78,250,216,297,297,94,250,94,220,147,126,250,147,147,37,94,211,147,147,94,78,37,147,142,78,136,78,220,78,78,78,147,237,211,211,211,297,49,211,54,147,250,250,250,78,78,78,78,147,147,250,147,78,78,237,78,54,136,54,126,78,250,78,94,297,240,147,54,250,78,250,147,220,37,297,94,78,78,297
25023715,273,273,273,273,273,345,273,285,128,348,273,252,130,273,252,304,268,268,322,273,44,322,322,29,297,297,128,242,273,273,164,273,211,210,130,273,273,273,309,309,348,273,273,348,273,273,273,322,14,309,169,322,273,273,273,335,315,335,335,128,29,14,42,42,128,14,335,335,273,273,320,130,130,273,273,322,268,304,252,128,273,285,320,332,332,29,273,273,322,128,128,128,320,273,273,273,273,273,268,242,273,332,273,268,268,273,256,322,130,273,29,29,322,285,273,285,309,348,252,322,252,273,252,273,273,285,273,273,320,309,309,309,322,232,232,130,322,252,252,320,165,252,348,267,273,273,322,165,128,128,268,322,268,320,252,297,322,252,252,130,268,285,252,252,268,273,130,252,348,273,169,273,320,273,273,273,252,309,285,285,285,128,7,285,14,252,322,322,322,273,273,273,273,252,252,322,252,273,273,309,273,14,169,14,305,273,322,273,268,128,282,252,14,322,273,322,252,320,130,128,268,273,273,128
25093474,237,237,237,237,237,68,237,182,12,159,237,156,51,237,156,40,23,23,232,237,36,232,232,37,203,203,12,8,237,237,17,237,103,102,51,237,237,237,22,22,159,237,237,159,237,237,237,232,19,22,242,232,237,237,237,176,246,176,176,12,24,19,38,38,12,19,176,176,237,237,44,51,51,237,237,232,23,40,156,12,237,182,44,87,87,37,237,237,232,12,12,12,44,237,237,237,237,237,23,8,237,46,237,23,23,237,247,232,51,237,37,37,232,182,237,182,22,159,156,232,156,237,156,237,237,182,237,237,44,22,22,22,232,102,102,51,232,156,156,44,8,156,159,17,237,237,232,8,12,12,23,232,23,44,156,203,232,156,156,51,23,182,156,156,23,237,51,156,159,237,242,237,44,237,237,237,156,22,182,182,182,12,238,182,19,156,232,232,232,237,237,237,237,156,156,232,156,237,237,22,237,19,242,19,39,237,232,237,23,12,313,156,19,232,237,232,156,44,51,12,23,237,237,12
25190921,326,326,326,326,326,53,326,286,3,133,326,283,28,326,283,324,300,300,276,326,9,276,276,55,317,317,3,131,326,326,56,326,57,56,28,326,326,326,17,17,133,326,326,133,326,326,326,276,29,17,253,276,326,326,326,297,338,297,297,3,6,29,11,11,3,29,297,297,326,326,53,28,28,326,326,276,300,324,283,3,326,286,53,103,103,55,326,326,276,3,3,3,53,326,326,326,326,326,300,131,326,331,326,300,300,326,316,276,28,326,55,55,276,286,326,286,17,133,283,276,283,326,283,326,326,286,326,326,53,17,17,17,276,56,56,28,276,283,283,53,49,283,133,99,326,326,276,49,3,3,300,276,300,53,283,317,276,283,283,28,300,286,283,283,300,326,28,283,133,326,253,326,53,326,326,326,283,17,286,286,286,3,262,286,29,283,276,276,276,326,326,326,326,283,283,276,283,326,326,17,326,29,253,29,325,326,276,326,300,3,332,283,29,276,326,276,283,53,28,3,300,326,326,3
25190924,34,34,34,34,34,99,34,42,2,284,34,29,79,34,29,61,60,60,304,34,6,304,304,10,55,55,2,104,34,34,65,34,68,69,79,34,34,34,75,75,284,34,34,284,34,34,34,304,22,75,5,304,34,34,34,286,59,286,286,2,4,22,8,8,2,22,286,286,34,34,194,79,79,34,34,304,60,61,29,2,34,42,194,66,66,41,34,34,304,2,2,2,194,34,34,34,34,34,60,104,34,110,34,60,60,34,10,304,79,34,41,41,304,42,34,42,75,284,29,304,29,34,29,34,34,42,34,34,194,75,75,75,304,59,59,79,304,29,29,194,36,29,284,73,34,34,304,36,2,2,60,304,60,194,29,55,304,29,29,79,60,42,29,29,60,34,79,29,284,34,5,34,194,34,34,34,29,75,42,42,42,2,83,42,22,29,304,304,304,34,34,34,34,29,29,304,29,34,34,75,34,22,5,22,62,34,304,34,60,2,10,29,22,304,34,304,29,194,79,2,60,34,34,2
25190926,169,169,169,169,169,272,169,202,5,173,169,169,25,169,169,208,173,173,324,169,15,324,324,160,217,217,5,129,169,169,50,169,51,50,25,169,169,169,174,174,173,169,169,173,169,169,169,324,115,174,87,324,169,169,169,223,221,223,223,5,10,115,17,17,5,115,223,223,169,169,75,25,25,169,169,324,173,208,169,5,169,202,75,137,137,179,169,169,324,5,5,5,75,169,169,169,169,169,173,129,169,264,169,173,173,169,150,324,25,169,179,179,324,202,169,202,174,173,169,324,169,169,169,169,169,202,169,169,75,174,174,174,324,50,50,25,324,169,169,75,38,169,173,77,169,169,324,38,5,5,173,324,173,75,169,217,324,169,169,25,173,202,169,169,173,169,25,169,173,169,87,169,75,169,169,169,169,174,202,202,202,5,309,202,115,169,324,324,324,169,169,169,169,169,169,324,169,169,169,174,169,115,87,115,207,169,324,169,173,5,160,169,115,324,169,324,169,75,25,5,173,169,169,5
25210971,39,39,39,39,39,111,39,270,258,247,39,20,131,39,20,71,132,132,242,39,112,242,242,276,41,41,258,55,39,39,151,39,78,79,131,39,39,39,147,147,247,39,39,247,39,39,39,242,219,147,204,242,39,39,39,146,69,146,146,258,279,219,318,318,258,219,146,146,39,39,204,131,131,39,39,242,132,71,20,258,39,270,204,76,76,74,39,39,242,258,258,258,204,39,39,39,39,39,132,55,39,222,39,132,132,39,41,242,131,39,74,74,242,270,39,270,147,247,20,242,20,39,20,39,39,270,39,39,204,147,147,147,242,41,41,131,242,20,20,204,93,20,247,173,39,39,242,93,258,258,132,242,132,204,20,41,242,20,20,131,132,270,20,20,132,39,131,20,247,39,204,39,204,39,39,39,20,147,270,270,270,258,178,270,219,20,242,242,242,39,39,39,39,20,20,242,20,39,39,147,39,219,204,219,72,39,242,39,132,258,304,20,219,242,39,242,20,204,131,258,132,39,39,258
25210972,68,68,68,68,68,177,68,280,268,231,68,31,144,68,31,109,163,163,300,68,175,300,300,298,59,59,268,184,68,68,176,68,136,137,144,68,68,68,165,165,231,68,68,231,68,68,68,300,228,165,217,300,68,68,68,157,109,157,157,268,285,228,324,324,268,228,157,157,68,68,253,144,144,68,68,300,163,109,31,268,68,280,253,122,122,126,68,68,300,268,268,268,253,68,68,68,68,68,163,184,68,254,68,163,163,68,61,300,144,68,126,126,300,280,68,280,165,231,31,300,31,68,31,68,68,280,68,68,253,165,165,165,300,63,63,144,300,31,31,253,155,31,231,255,68,68,300,155,268,268,163,300,163,253,31,59,300,31,31,144,163,280,31,31,163,68,144,31,231,68,217,68,253,68,68,68,31,165,280,280,280,268,233,280,228,31,300,300,300,68,68,68,68,31,31,300,31,68,68,165,68,228,217,228,110,68,300,68,163,268,310,31,228,300,68,300,31,253,144,268,163,68,68,268
25211574,48,48,48,48,48,135,48,193,194,166,48,27,267,48,27,87,91,91,100,48,133,100,100,197,51,51,194,22,48,48,135,48,96,97,267,48,48,48,71,71,166,48,48,166,48,48,48,100,113,71,154,100,48,48,48,159,83,159,159,194,179,113,231,231,194,113,159,159,48,48,123,267,267,48,48,100,91,87,27,194,48,193,123,88,88,90,48,48,100,194,194,194,123,48,48,48,48,48,91,22,48,156,48,91,91,48,55,100,267,48,90,90,100,193,48,193,71,166,27,100,27,48,27,48,48,193,48,48,123,71,71,71,100,55,55,267,100,27,27,123,82,27,166,155,48,48,100,82,194,194,91,100,91,123,27,51,100,27,27,267,91,193,27,27,91,48,267,27,166,48,154,48,123,48,48,48,27,71,193,193,193,194,95,193,113,27,100,100,100,48,48,48,48,27,27,100,27,48,48,71,48,113,154,113,88,48,100,48,91,194,173,27,113,100,48,100,27,123,267,194,91,48,48,194
25218571,46,46,46,46,46,129,46,315,227,152,46,67,284,46,67,83,116,116,175,46,130,175,175,292,84,84,227,32,46,46,163,46,92,93,284,46,46,46,68,68,152,46,46,152,46,46,46,175,193,68,214,175,46,46,46,87,81,87,87,227,261,193,291,291,227,193,87,87,46,46,56,284,284,46,46,175,116,83,67,227,46,315,56,86,86,88,46,46,175,227,227,227,56,46,46,46,46,46,116,32,46,200,46,116,116,46,131,175,284,46,88,88,175,315,46,315,68,152,67,175,67,46,67,46,46,315,46,46,56,68,68,68,175,133,133,284,175,67,67,56,103,67,152,191,46,46,175,103,227,227,116,175,116,56,67,84,175,67,67,284,116,315,67,67,116,46,284,67,152,46,214,46,56,46,46,46,67,68,315,315,315,227,84,315,193,67,175,175,175,46,46,46,46,67,67,175,67,46,46,68,46,193,214,193,84,46,175,46,116,227,265,67,193,175,46,175,67,56,284,227,116,46,46,227
25218573,49,49,49,49,49,138,49,302,202,132,49,30,212,49,30,89,122,122,191,49,136,191,191,205,57,57,202,110,49,49,139,49,98,99,212,49,49,49,97,97,132,49,49,132,49,49,49,191,120,97,191,191,49,49,49,218,85,218,218,202,183,120,237,237,202,120,218,218,49,49,234,212,212,49,49,191,122,89,30,202,49,302,234,90,90,92,49,49,191,202,202,202,234,49,49,49,49,49,122,110,49,208,49,122,122,49,59,191,212,49,92,92,191,302,49,302,97,132,30,191,30,49,30,49,49,302,49,49,234,97,97,97,191,61,61,212,191,30,30,234,85,30,132,161,49,49,191,85,202,202,122,191,122,234,30,57,191,30,30,212,122,302,30,30,122,49,212,30,132,49,191,49,234,49,49,49,30,97,302,302,302,202,98,302,120,30,191,191,191,49,49,49,49,30,30,191,30,49,49,97,49,120,191,120,90,49,191,49,122,202,279,30,120,191,49,191,30,234,212,202,122,49,49,202
25218584,25,25,25,25,25,75,25,303,163,183,25,65,218,25,65,43,112,112,204,25,76,204,204,307,50,50,163,27,25,25,203,25,50,51,218,25,25,25,66,66,183,25,25,183,25,25,25,204,213,66,282,204,25,25,25,169,47,169,169,163,228,213,278,278,163,213,169,169,25,25,197,218,218,25,25,204,112,43,65,163,25,303,197,50,50,50,25,25,204,163,163,163,197,25,25,25,25,25,112,27,25,196,25,112,112,25,127,204,218,25,50,50,204,303,25,303,66,183,65,204,65,25,65,25,25,303,25,25,197,66,66,66,204,129,129,218,204,65,65,197,139,65,183,239,25,25,204,139,163,163,112,204,112,197,65,50,204,65,65,218,112,303,65,65,112,25,218,65,183,25,282,25,197,25,25,25,65,66,303,303,303,163,213,303,213,65,204,204,204,25,25,25,25,65,65,204,65,25,25,66,25,213,282,213,44,25,204,25,112,163,293,65,213,204,25,204,65,197,218,163,112,25,25,163
25218593,241,241,241,241,241,227,241,206,51,217,241,154,132,241,154,174,133,133,243,241,129,243,243,227,199,199,51,25,241,241,111,241,213,212,132,241,241,241,101,101,217,241,241,217,241,241,241,243,140,101,263,243,241,241,241,115,182,115,115,51,88,140,125,125,51,140,115,115,241,241,166,132,132,241,241,243,133,174,154,51,241,206,166,265,265,205,241,241,243,51,51,51,166,241,241,241,241,241,133,25,241,224,241,133,133,241,245,243,132,241,205,205,243,206,241,206,101,217,154,243,154,241,154,241,241,206,241,241,166,101,101,101,243,234,234,132,243,154,154,166,69,154,217,135,241,241,243,69,51,51,133,243,133,166,154,199,243,154,154,132,133,206,154,154,133,241,132,154,217,241,263,241,166,241,241,241,154,101,206,206,206,51,110,206,140,154,243,243,243,241,241,241,241,154,154,243,154,241,241,101,241,140,263,140,173,241,243,241,133,51,323,154,140,243,241,243,154,166,132,51,133,241,241,51
25218600,176,176,176,176,176,170,176,310,141,184,176,58,225,176,58,120,77,77,206,176,255,206,206,313,99,99,141,118,176,176,153,176,270,271,225,176,176,176,62,62,184,176,176,184,176,176,176,206,220,62,264,206,176,176,176,168,229,168,168,141,202,220,266,266,141,220,168,168,176,176,167,225,225,176,176,206,77,120,58,141,176,310,167,262,262,250,176,176,206,141,141,141,167,176,176,176,176,176,77,118,176,136,176,77,77,176,113,206,225,176,250,250,206,310,176,310,62,184,58,206,58,176,58,176,176,310,176,176,167,62,62,62,206,117,117,225,206,58,58,167,94,58,184,175,176,176,206,94,141,141,77,206,77,167,58,99,206,58,58,225,77,310,58,58,77,176,225,58,184,176,264,176,167,176,176,176,58,62,310,310,310,141,224,310,220,58,206,206,206,176,176,176,176,58,58,206,58,176,176,62,176,220,264,220,119,176,206,176,77,141,297,58,220,206,176,206,58,167,225,141,77,176,176,141
25218601,129,129,129,129,129,146,129,264,127,170,129,35,213,129,35,98,62,62,192,129,237,192,192,263,67,67,127,155,129,129,141,129,224,225,213,129,129,129,52,52,170,129,129,170,129,129,129,192,167,52,257,192,129,129,129,137,181,137,137,127,186,167,245,245,127,167,137,137,129,129,156,213,213,129,129,192,62,98,35,127,129,264,156,220,220,202,129,129,192,127,127,127,156,129,129,129,129,129,62,155,129,114,129,62,62,129,69,192,213,129,202,202,192,264,129,264,52,170,35,192,35,129,35,129,129,264,129,129,156,52,52,52,192,71,71,213,192,35,35,156,86,35,170,163,129,129,192,86,127,127,62,192,62,156,35,67,192,35,35,213,62,264,35,35,62,129,213,35,170,129,257,129,156,129,129,129,35,52,264,264,264,127,164,264,167,35,192,192,192,129,129,129,129,35,35,192,35,129,129,52,129,167,257,167,97,129,192,129,62,127,281,35,167,192,129,192,35,156,213,127,62,129,129,127
25218614,85,85,85,85,85,125,85,247,99,118,85,57,140,85,57,135,106,106,169,85,193,169,169,224,97,97,99,135,85,85,155,85,162,163,140,85,85,85,43,43,118,85,85,118,85,85,85,169,225,43,145,169,85,85,85,201,129,201,201,99,154,225,209,209,99,225,201,201,85,85,178,140,140,85,85,169,106,135,57,99,85,247,178,150,150,150,85,85,169,99,99,99,178,85,85,85,85,85,106,135,85,186,85,106,106,85,111,169,140,85,150,150,169,247,85,247,43,118,57,169,57,85,57,85,85,247,85,85,178,43,43,43,169,115,115,140,169,57,57,178,95,57,118,177,85,85,169,95,99,99,106,169,106,178,57,97,169,57,57,140,106,247,57,57,106,85,140,57,118,85,145,85,178,85,85,85,57,43,247,247,247,99,284,247,225,57,169,169,169,85,85,85,85,57,57,169,57,85,85,43,85,225,145,225,136,85,169,85,106,99,256,57,225,169,85,169,57,178,140,99,106,85,85,99
25218621,140,140,140,140,140,173,140,271,210,185,140,119,170,140,119,150,104,104,141,140,256,141,141,278,167,167,210,84,140,140,61,140,234,235,170,140,140,140,63,63,185,140,140,185,140,140,140,141,252,63,205,141,140,140,140,147,193,147,147,210,268,252,277,277,210,252,147,147,140,140,205,170,170,140,140,141,104,150,119,210,140,271,205,234,234,212,140,140,141,210,210,210,205,140,140,140,140,140,104,84,140,182,140,104,104,140,209,141,170,140,212,212,141,271,140,271,63,185,119,141,119,140,119,140,140,271,140,140,205,63,63,63,141,219,219,170,141,119,119,205,33,119,185,67,140,140,141,33,210,210,104,141,104,205,119,167,141,119,119,170,104,271,119,119,104,140,170,119,185,140,205,140,205,140,140,140,119,63,271,271,271,210,225,271,252,119,141,141,141,140,140,140,140,119,119,141,119,140,140,63,140,252,205,252,149,140,141,140,104,210,227,119,252,141,140,141,119,205,170,210,104,140,140,210
25263078,41,41,41,41,41,117,41,91,126,131,41,14,171,41,14,75,176,176,241,41,118,241,241,164,29,29,126,77,41,41,214,41,82,83,171,41,41,41,175,175,131,41,41,131,41,41,41,241,172,175,91,241,41,41,41,103,73,103,103,126,184,172,242,242,126,172,103,103,41,41,282,171,171,41,41,241,176,75,14,126,41,91,282,80,80,78,41,41,241,126,126,126,282,41,41,41,41,41,176,77,41,268,41,176,176,41,29,241,171,41,78,78,241,91,41,91,175,131,14,241,14,41,14,41,41,91,41,41,282,175,175,175,241,29,29,171,241,14,14,282,289,14,131,236,41,41,241,289,126,126,176,241,176,282,14,29,241,14,14,171,176,91,14,14,176,41,171,14,131,41,91,41,282,41,41,41,14,175,91,91,91,126,71,91,172,14,241,241,241,41,41,41,41,14,14,241,14,41,41,175,41,172,91,172,76,41,241,41,176,126,166,14,172,241,41,241,14,282,171,126,176,41,41,126
25263083,261,261,261,261,261,329,261,265,47,204,261,11,153,261,11,313,289,289,262,261,120,262,262,301,23,23,47,102,261,261,192,261,233,232,153,261,261,261,250,250,204,261,261,204,261,261,261,262,206,250,267,262,261,261,261,239,304,239,239,47,82,206,116,116,47,206,239,239,261,261,295,153,153,261,261,262,289,313,11,47,261,265,295,324,324,267,261,261,262,47,47,47,295,261,261,261,261,261,289,102,261,319,261,289,289,261,23,262,153,261,267,267,262,265,261,265,250,204,11,262,11,261,11,261,261,265,261,261,295,250,250,250,262,23,23,153,262,11,11,295,310,11,204,300,261,261,262,310,47,47,289,262,289,295,11,23,262,11,11,153,289,265,11,11,289,261,153,11,204,261,267,261,295,261,261,261,11,250,265,265,265,47,133,265,206,11,262,262,262,261,261,261,261,11,11,262,11,261,261,250,261,206,267,206,312,261,262,261,289,47,334,11,206,262,261,262,11,295,153,47,289,261,261,47
25263087,247,247,247,247,247,79,247,284,43,143,247,7,189,247,7,301,269,269,28,247,114,28,28,321,15,15,43,189,247,247,242,247,263,262,189,247,247,247,148,148,143,247,247,143,247,247,247,28,229,148,278,28,247,247,247,263,291,263,263,43,78,229,79,79,43,229,263,263,247,247,307,189,189,247,247,28,269,301,7,43,247,284,307,316,316,287,247,247,28,43,43,43,307,247,247,247,247,247,269,189,247,55,247,269,269,247,15,28,189,247,287,287,28,284,247,284,148,143,7,28,7,247,7,247,247,284,247,247,307,148,148,148,28,15,15,189,28,7,7,307,217,7,143,248,247,247,28,217,43,43,269,28,269,307,7,15,28,7,7,189,269,284,7,7,269,247,189,7,143,247,278,247,307,247,247,247,7,148,284,284,284,43,154,284,229,7,28,28,28,247,247,247,247,7,7,28,7,247,247,148,247,229,278,229,300,247,28,247,269,43,57,7,229,28,247,28,7,307,189,43,269,247,247,43
25263088,271,271,271,271,271,70,271,248,23,193,271,8,254,271,8,306,270,270,24,271,63,24,24,323,17,17,23,136,271,271,296,271,313,314,254,271,271,271,190,190,193,271,271,193,271,271,271,24,230,190,279,24,271,271,271,228,296,228,228,23,44,230,68,68,23,230,228,228,271,271,308,254,254,271,271,24,270,306,8,23,271,248,308,330,330,289,271,271,24,23,23,23,308,271,271,271,271,271,270,136,271,47,271,270,270,271,17,24,254,271,289,289,24,248,271,248,190,193,8,24,8,271,8,271,271,248,271,271,308,190,190,190,24,17,17,254,24,8,8,308,262,8,193,290,271,271,24,262,23,23,270,24,270,308,8,17,24,8,8,254,270,248,8,8,270,271,254,8,193,271,279,271,308,271,271,271,8,190,248,248,248,23,155,248,230,8,24,24,24,271,271,271,271,8,8,24,8,271,271,190,271,230,279,230,307,271,24,271,270,23,49,8,230,24,271,24,8,308,254,23,270,271,271,23
25263092,132,132,132,132,132,276,132,128,20,248,132,4,240,132,4,164,120,120,202,132,54,202,202,137,9,9,20,124,132,132,284,132,226,227,240,132,132,132,179,179,248,132,132,248,132,132,132,202,74,179,166,202,132,132,132,106,166,106,106,20,38,74,59,59,20,74,106,106,132,132,211,240,240,132,132,202,120,164,4,20,132,128,211,224,224,117,132,132,202,20,20,20,211,132,132,132,132,132,120,124,132,206,132,120,120,132,9,202,240,132,117,117,202,128,132,128,179,248,4,202,4,132,4,132,132,128,132,132,211,179,179,179,202,9,9,240,202,4,4,211,250,4,248,325,132,132,202,250,20,20,120,202,120,211,4,9,202,4,4,240,120,128,4,4,120,132,240,4,248,132,166,132,211,132,132,132,4,179,128,128,128,20,73,128,74,4,202,202,202,132,132,132,132,4,4,202,4,132,132,179,132,74,166,74,163,132,202,132,120,20,278,4,74,202,132,202,4,211,240,20,120,132,132,20
25263099,118,118,118,118,118,257,118,81,33,127,118,6,163,118,6,70,43,43,150,118,87,150,150,238,13,13,33,166,118,118,204,118,210,211,163,118,118,118,132,132,127,118,118,127,118,118,118,150,165,132,159,150,118,118,118,98,154,98,98,33,60,165,86,86,33,165,98,98,118,118,245,163,163,118,118,150,43,70,6,33,118,81,245,202,202,192,118,118,150,33,33,33,245,118,118,118,118,118,43,166,118,82,118,43,43,118,13,150,163,118,192,192,150,81,118,81,132,127,6,150,6,118,6,118,118,81,118,118,245,132,132,132,150,13,13,163,150,6,6,245,191,6,127,228,118,118,150,191,33,33,43,150,43,245,6,13,150,6,6,163,43,81,6,6,43,118,163,6,127,118,159,118,245,118,118,118,6,132,81,81,81,33,65,81,165,6,150,150,150,118,118,118,118,6,6,150,6,118,118,132,118,165,159,165,69,118,150,118,43,33,239,6,165,150,118,150,6,245,163,33,43,118,118,33
25263103,113,113,113,113,113,252,113,144,71,271,113,5,215,113,5,102,64,64,263,113,168,263,263,144,11,11,71,251,113,113,259,113,204,205,215,113,113,113,205,205,271,113,113,271,113,113,113,263,154,205,76,263,113,113,113,173,163,173,173,71,118,154,164,164,71,154,173,173,113,113,296,215,215,113,113,263,64,102,5,71,113,144,296,194,194,184,113,113,263,71,71,71,296,113,113,113,113,113,64,251,113,116,113,64,64,113,11,263,215,113,184,184,263,144,113,144,205,271,5,263,5,113,5,113,113,144,113,113,296,205,205,205,263,11,11,215,263,5,5,296,182,5,271,285,113,113,263,182,71,71,64,263,64,296,5,11,263,5,5,215,64,144,5,5,64,113,215,5,271,113,76,113,296,113,113,113,5,205,144,144,144,71,27,144,154,5,263,263,263,113,113,113,113,5,5,263,5,113,113,205,113,154,76,154,101,113,263,113,64,71,140,5,154,263,113,263,5,296,215,71,64,113,113,71
